id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,三大買賣超,融券5N,昨日融券,融券差額(張),融券增加,融資5N,昨日融資,融資差額(張),融資增加,投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
4764,雙鍵,化學工業,53.6,1.13,0.0,53.6,53.8,0.37,0.0,14.53,5.0,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.01,38.31,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,2.0,4.0,10.0,-0.02,-0.02,-0.02,,,,0.94,2.72,,,富邦-陽明,33.33%,花旗環球,20%,凱基-高美館,6.67%
4766,南寶,化學工業,135.5,-0.73,0.0,135.5,136.5,0.74,-0.36,58.21,-1.0,0.0,0.0,0.0,,3.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,14.67,-3.0,-0.0,0.43,8.0,0.01,0.0,-0.0,-0.0,0.0,0.0,0.0,0.02,0.03,0.04,4.0,6.0,10.0,0.03,0.01,0.0,,,,1.3,2.05,2.4,2.14,富邦-新竹,25.86%,台灣匯立證券,12.07%,花旗環球,6.9%
4767,誠泰科技,化學工業,25.7,2.59,-1.75,25.25,25.95,0.97,0.0,87.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.01,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.32,,,,凱基-板橋,5.75%,統一-敦南,5.75%,元大-板橋三民,2.3%
4768,晶呈科技,化學工業,198.0,1.54,1.26,200.5,210.5,6.31,-0.71,3417.54,897.0,,,,,,,,,0.0,0.0,6.09,759.0,2.06,6.72,138.0,0.37,1.22,538.0,1.46,0.0,0.0,0.43,0.0,0.0,4.0,2.23,2.1,2.01,4.0,7.0,10.0,0.44,-0.69,-2.2,,,,11.6,12.75,15.18,15.91,摩根大通,9.39%,凱基-台北,3.6%,港商野村,3.07%
4770,上品,化學工業,310.0,-2.21,1.61,315.0,316.5,2.1,-1.56,1092.37,134.0,4.0,0.0,1.0,inf,1.0,-36.0,-68.0,0.89,50.0,0.06,2.62,46.0,0.06,13.05,38.0,0.05,0.4,-28.0,-0.04,0.53,0.64,1.74,4.0,7.0,14.0,-0.12,-0.92,-4.62,4.0,5.0,5.0,-0.44,-0.78,-2.58,,,,1.9,8.2,12.73,5.85,永豐金證券,5.4%,國泰證券,4.03%,美林,3.48%
4804,大略-KY,觀光事業,10.3,-3.74,-0.49,10.25,10.2,-0.97,-1.92,418.48,4.0,0.0,,,0.0,0.0,-1.0,-9.0,8.0,0.0,0.0,0.0,4.0,0.01,7.61,0.0,0.0,0.46,-60.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,-0.41,-0.7,2.0,2.0,4.0,0.6,0.1,-0.75,,,,0.08,0.88,0.99,0.53,兆豐-來福,13.88%,元大-士林,7.18%,高橋,4.78%
4806,昇華,文化創意業,5.69,3.27,6.33,6.05,5.7,0.18,-5.79,20.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.93,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14,-0.05,-1.01,,華南永昌-頭份,25%,中國信託-高雄,25%,第一金-華江,10%
4807,日成-KY,貿易百貨,21.7,1.64,0.0,21.7,22.3,2.76,-0.22,15.0,-2.0,0.0,0.0,0.0,,3.0,0.0,0.0,,0.0,0.0,0.0,-2.0,-0.01,72.96,0.0,0.0,0.14,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,2.0,3.0,0.0,0.0,0.01,,,,0.61,,,,新光,26.67%,元大-復北,26.67%,花旗環球,13.33%
4903,聯光通,通信網路業,9.92,-0.6,0.1,9.93,10.05,1.31,-0.5,86.28,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.28,6.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,0.0,1.0,1.0,4.0,-0.01,-0.02,-0.1,,,,0.13,0.23,0.41,0.14,富邦-建國,34.88%,聯邦商銀,13.95%,高橋,11.63%
4904,遠傳,通信網路業,67.5,0.75,-0.3,67.3,67.4,-0.15,-0.44,2439.09,-598.0,1.0,0.0,0.0,,3.0,-15.0,1.0,-1.07,0.0,0.0,3.14,-467.0,-0.01,24.73,-131.0,-0.0,0.59,-109.0,-0.0,0.0,-0.03,-0.15,3.0,5.0,9.0,-0.08,-0.14,-0.63,1.0,3.0,7.0,-0.03,-0.07,-0.46,,,,0.08,0.64,0.26,-1.98,台灣摩根士丹利,26.98%,永豐金-內湖,13.65%,凱基-台北,6.85%
4905,台聯電,通信網路業,,0.0,,50.5,50.5,0.0,0.0,4.08,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.93,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.0,-0.0,,,,,,,,華南永昌-民權,100%,元大-大統,0%,凱基-竹北,0%
4906,正文,通信網路業,28.75,0.0,0.35,28.85,28.65,-0.35,-1.21,1811.45,-550.0,2.0,173.0,-28.0,-1.16,1.0,-86.0,63.0,-1.73,0.0,0.0,0.0,-511.0,-0.13,11.82,-39.0,-0.01,0.21,-430.0,-0.11,0.0,-0.0,0.0,0.0,0.0,0.0,0.53,0.07,0.97,3.0,5.0,13.0,0.29,-0.23,-0.05,,,,-0.06,0.11,0.42,0.63,新百王,2.48%,兆豐-北高雄,2.21%,日茂,1.93%
4907,富宇,建材營造,24.45,1.24,1.84,24.9,25.6,4.7,-0.78,136.4,7.0,0.0,0.0,0.0,,4.0,8.0,17.0,1.12,0.0,0.0,0.0,7.0,0.01,0.1,0.0,0.0,0.0,22.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,5.0,6.0,10.0,0.02,0.02,0.02,1.89,-99.80,-61.74,1.12,1.39,1.55,,永豐金-苓雅,16.91%,群益金鼎-新店,8.09%,凱基-高美館,7.35%
4908,前鼎,通信網路業,33.5,1.52,0.6,33.7,33.05,-1.34,-1.93,552.59,-30.0,1.0,16.0,-16.0,-2.0,3.0,56.0,-87.0,-2.55,0.0,0.0,0.0,-30.0,-0.04,5.46,0.0,0.0,0.18,-12.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,-1.02,-1.05,1.0,2.0,8.0,-0.34,-0.98,-1.57,,,,0.28,1.61,2.03,0.27,永豐金-中正,9.04%,凱基-五股,5.42%,合庫-自強,3.8%
4909,新復興,通信網路業,17.25,-1.15,0.0,17.25,17.4,0.87,-0.85,160.17,17.0,1.0,-2.0,0.0,-1.0,2.0,-21.0,-35.0,0.67,0.0,0.0,0.04,17.0,0.02,3.23,0.0,0.0,0.29,-6.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.01,-0.03,1.0,5.0,8.0,-0.0,0.01,-0.17,,,,0.11,0.38,0.8,1.14,元大-北成功,15%,永豐金-南投,11.88%,瑞士信貸,5%
4911,德英,生技醫療業,51.0,2.62,0.2,51.1,51.0,0.0,-0.97,110.11,-21.0,,,,,,,,,0.0,0.0,0.0,-21.0,-0.04,0.15,0.0,0.0,0.02,-10.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.1,-0.02,3.0,4.0,10.0,-0.02,-0.04,0.02,35.95,691.50,141.46,1.08,1.2,1.6,-2.6,元大-六合,12.73%,群益金鼎-大興,10.91%,元大-台中中港,9.09%
4912,聯德控股-KY,電子零組件業,84.8,-1.4,1.42,86.0,85.0,0.24,-1.16,41.62,-6.0,0.0,0.0,0.0,,2.0,9.0,-5.0,-1.56,0.0,0.0,0.0,-6.0,-0.01,30.23,0.0,0.0,0.1,-2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.0,-0.03,2.0,5.0,9.0,0.03,0.04,0.06,,,,1.74,3.89,4.8,6.04,花旗環球,7.14%,大昌-新竹,4.76%,光和-嘉義,4.76%
4915,致伸,電子零組件業,58.3,0.52,0.34,58.5,57.8,-0.86,-1.2,5548.74,-1964.0,2.0,4.0,-1.0,-1.25,2.0,220.0,505.0,1.3,0.0,0.0,1.72,-1882.0,-0.41,60.65,-82.0,-0.02,0.71,-1803.0,-0.39,0.06,1.22,0.17,3.0,7.0,8.0,-0.54,-2.24,-3.09,2.0,3.0,7.0,-0.95,-1.4,-3.83,5.75,-2.85,12.97,0.1,0.12,1.4,-1.68,台灣摩根士丹利,4.87%,統一,3.5%,富邦-仁愛,2%
4916,事欣科,電腦及週邊設備業,26.85,0.75,0.19,26.9,28.15,4.84,-3.6,6672.74,200.0,3.0,-5.0,117.0,-24.4,3.0,-74.0,151.0,-3.04,0.0,0.0,0.0,198.0,0.24,1.35,2.0,0.0,0.0,278.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-1.02,-0.65,3.0,3.0,11.0,0.18,-0.49,-0.73,,,,1.09,2.36,3.99,4.97,元大-竹科,2.65%,摩根大通,2.14%,兆豐-景美,1.06%
4919,新唐,半導體業,124.5,0.81,0.8,125.5,127.0,2.01,-1.17,11359.04,1205.0,1.0,64.0,-10.0,-1.16,0.0,-39.0,-71.0,0.82,1143.0,0.27,7.28,-97.0,-0.02,6.16,159.0,0.04,0.94,1337.0,0.32,0.65,1.47,3.04,4.0,7.0,13.0,-0.04,-0.19,-0.38,3.0,5.0,11.0,0.39,0.77,1.81,,,,3.7,4.35,8.62,14.98,華南永昌-大安,3.89%,凱基,3.67%,日盛證券,3.63%
4923,力士,半導體業,51.6,-0.77,0.58,51.9,51.8,0.39,-1.33,62.05,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,2.6,0.0,0.0,0.0,-6.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.02,0.02,2.0,4.0,7.0,-0.15,-0.22,-0.4,,,,0.53,1.41,2.05,3.95,(牛牛牛)亞-鑫豐,24.19%,元富-成功,14.52%,玉山-左營,6.45%
4924,欣厚-KY,電腦及週邊設備業,16.25,-1.81,0.62,16.35,15.8,-2.77,-3.36,1017.1,4.0,2.0,-2.0,-4.0,1.0,5.0,39.0,125.0,2.21,0.0,0.0,0.0,4.0,0.01,32.66,0.0,0.0,0.0,-320.0,-0.86,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-0.1,-0.04,2.0,3.0,4.0,-2.13,-2.27,-3.12,,,,-1.01,-1.03,0.29,,合庫-彰化,11.8%,安泰,6.1%,元大-復北,3.05%
4927,泰鼎-KY,電子零組件業,60.8,1.16,0.49,61.1,61.0,0.33,-0.49,1693.07,305.0,3.0,1.0,18.0,17.0,1.0,38.0,-127.0,-4.34,0.0,0.0,0.34,301.0,0.16,16.38,4.0,0.0,0.67,175.0,0.09,-0.0,0.0,0.08,0.0,0.0,1.0,-0.56,0.33,0.43,3.0,7.0,13.0,0.04,1.36,1.69,-17.86,-8.89,5.09,0.74,2.16,4.17,7.16,美林,13.41%,美商高盛,4.31%,元大-成功,4.02%
4930,燦星網,電器電纜,27.05,0.56,-0.37,26.95,27.1,0.18,-0.37,100.3,41.0,0.0,0.0,0.0,,2.0,0.0,-1.0,-inf,0.0,0.0,0.0,43.0,0.05,5.57,-2.0,-0.0,0.38,4.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.17,5.0,9.0,13.0,0.01,0.07,0.22,,,,0.11,0.4,1.02,2.0,凱基-台北,24%,凱基-中壢,15%,美商高盛,7%
4931,新盛力,電腦及週邊設備業,53.9,-0.55,0.93,54.4,53.1,-1.48,-2.39,7294.78,-363.0,0.0,-55.0,-108.0,0.96,1.0,-137.0,-282.0,1.06,0.0,0.0,1.19,-338.0,-0.53,26.53,-25.0,-0.04,1.14,-870.0,-1.36,0.0,0.0,-1.36,1.0,1.0,1.0,-2.62,-0.83,-1.72,1.0,4.0,8.0,-5.65,-2.71,-7.7,,,,-1.44,-0.75,-0.28,6.08,光和,0.96%,元大-新盛,0.78%,新光,0.53%
4933,友輝,光電業,32.25,0.62,-0.31,32.15,32.2,-0.16,-0.16,33.09,-5.0,0.0,0.0,0.0,,1.0,-4.0,-8.0,1.0,0.0,0.0,0.0,-5.0,-0.01,2.48,0.0,0.0,0.06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-0.01,-0.04,2.0,2.0,4.0,-0.01,-0.01,-0.02,,,,0.18,0.42,0.76,0.93,玉山證券,42.42%,永豐金-古亭,9.09%,永豐金-桃園,9.09%
4934,太極,光電業,27.45,-0.18,1.09,27.75,27.45,0.0,-2.31,581.67,-14.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,-14.0,-0.01,0.77,0.0,0.0,0.2,-58.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,0.24,2.0,6.0,11.0,-0.04,-0.03,0.22,,,,-0.06,0.14,0.66,1.4,元富-佳里,3.44%,元大-仁愛,3.44%,第一金-新竹,3.09%
4935,茂林-KY,光電業,63.5,-0.31,0.0,63.5,64.4,1.42,-0.77,252.79,107.0,2.0,0.0,1.0,inf,1.0,-7.0,11.0,-2.57,0.0,0.0,0.0,101.0,0.08,26.38,6.0,0.0,0.32,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.16,0.28,1.11,5.0,7.0,16.0,0.02,0.04,0.52,,,,0.94,1.4,2.56,7.74,台灣匯立證券,11.46%,美商高盛,11.46%,富邦證券,7.51%
4938,和碩,電腦及週邊設備業,61.9,0.32,-0.81,61.4,63.5,2.58,0.0,6597.35,2419.0,2.0,2.0,1.0,-0.5,1.0,-18.0,-178.0,8.89,-1.0,-0.0,4.69,2545.0,0.1,30.45,-125.0,-0.0,4.18,1978.0,0.07,-0.02,-0.03,-0.05,0.0,1.0,5.0,0.19,0.21,0.43,4.0,7.0,14.0,0.09,0.13,0.23,,,,1.38,2.48,3.16,4.03,美林,25.01%,台灣摩根士丹利,13.05%,港商法國興業,3.65%
4939,亞電,電子零組件業,15.85,0.32,0.32,15.9,16.1,1.58,-1.53,243.58,-5.0,0.0,0.0,0.0,,4.0,8.0,1.0,-0.88,0.0,0.0,0.0,-5.0,-0.01,2.48,0.0,0.0,0.13,24.0,0.02,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.01,-0.03,-0.06,2.0,3.0,9.0,-0.02,-0.07,-0.17,,,,0.44,0.76,0.82,0.67,凱基-五股,7.79%,凱基-汐止,4.1%,凱基-斗六,4.1%
4942,嘉彰,光電業,36.8,0.27,0.0,36.8,37.0,0.54,-0.54,102.14,-1.0,0.0,0.0,0.0,,5.0,11.0,7.0,-0.36,0.0,0.0,0.0,-1.0,-0.0,12.7,-0.0,-0.0,0.07,-7.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.04,-0.05,-0.02,0.0,2.0,6.0,-0.02,-0.03,-0.02,,,,0.4,0.7,1.27,2.03,新光,12.75%,元大-發財,9.8%,元大-斗信,9.8%
4943,康控-KY,電子零組件業,7.77,8.67,2.83,7.99,7.72,-0.64,-3.38,182.47,0.0,0.0,,,,0.0,-1.0,-8.0,7.0,0.0,0.0,0.0,-0.0,-0.0,34.39,0.0,0.0,0.89,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,-0.07,0.0,0.0,2.0,-0.19,-0.08,-0.26,,,,0.18,0.62,-1.05,-3.13,凱基-信義,27.47%,元大-淡水,7.14%,日盛-士林,6.04%
4944,兆遠,光電業,13.25,0.0,-2.64,12.9,13.7,3.4,0.0,6.52,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.01,,,,0.45,,,,日盛-北高雄,42.86%,元大-東蘆,28.57%,第一金-忠孝,0%
4945,陞達科技,半導體業,51.4,3.01,-0.19,51.3,51.5,0.19,-1.9,34.39,-3.0,0.0,0.0,0.0,,3.0,-5.0,1.0,-1.2,0.0,0.0,0.64,-3.0,-0.01,3.91,0.0,0.0,0.53,5.0,0.02,-0.04,-0.13,-0.13,0.0,0.0,0.0,-0.0,-0.02,-0.11,2.0,3.0,5.0,0.09,0.08,0.04,-5.03,-67.50,-2.10,1.74,2.52,3.12,2.0,台新-高雄,29.41%,凱基-桃園,11.76%,凱基-台北,8.82%
4946,辣椒,文化創意業,50.2,-0.2,0.2,50.3,50.6,0.8,-1.75,96.05,-6.0,,,,,,,,,0.0,0.0,0.0,-6.0,-0.04,19.48,0.0,0.0,0.0,-11.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.25,-0.21,0.0,1.0,6.0,-0.2,-1.25,-0.23,,,,0.51,1.13,4.16,5.15,統一-三多,10.42%,致和-崇德,5.21%,日盛-板橋,4.17%
4950,牧東,其他,21.6,-0.23,1.16,21.85,21.65,0.23,-1.59,160.0,11.0,,,,,,,,,0.0,0.0,0.0,11.0,0.02,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.18,-0.21,3.0,6.0,9.0,0.13,0.18,0.07,,,,-0.25,-0.31,-0.25,-0.73,日盛證券,40.63%,台灣企銀-竹北,6.25%,美林,5.63%
4952,凌通,半導體業,50.7,0.8,-0.2,50.6,50.8,0.2,-2.12,304.54,-61.0,2.0,20.0,-4.0,-1.2,2.0,-31.0,17.0,-1.55,0.0,0.0,0.0,-61.0,-0.06,5.84,0.0,0.0,0.16,-19.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.17,3.0,5.0,10.0,0.04,0.07,0.28,,,,0.78,1.47,2.09,2.83,第一金-新興,7.54%,大昌-新店,3.28%,元大-和平,3.28%
4953,緯軟,資訊服務業,88.5,2.91,0.79,89.2,91.1,2.94,-0.98,1347.97,-44.0,0.0,0.0,0.0,,3.0,137.0,-37.0,-1.27,70.0,0.1,0.42,-93.0,-0.14,10.51,-21.0,-0.03,0.58,374.0,0.56,0.13,0.13,-0.03,2.0,2.0,2.0,0.5,0.52,0.61,3.0,5.0,10.0,1.08,1.17,1.29,,,,4.08,5.22,7.23,9.15,福邦證券,14.84%,凱基-台北,12.31%,凱基,7.2%
4956,光鋐,光電業,15.1,1.34,0.33,15.15,15.05,-0.33,-0.99,130.34,4.0,2.0,0.0,1.0,inf,0.0,-18.0,-14.0,-0.22,0.0,0.0,0.0,4.0,0.0,6.94,0.0,0.0,0.33,-6.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.21,5.0,10.0,16.0,-0.03,-0.11,-0.13,-10.17,-31.97,-33.29,0.2,0.44,0.53,0.4,元大-斗六,7.69%,摩根大通,6.15%,華南永昌-南京,5.38%
4958,臻鼎-KY,電子零組件業,122.5,1.24,0.0,122.5,125.5,2.45,-1.18,10728.74,1395.0,2.0,0.0,0.0,,2.0,-122.0,537.0,-5.4,1526.0,0.16,1.59,-219.0,-0.02,72.22,88.0,0.01,0.31,1451.0,0.15,0.11,0.08,-0.23,1.0,1.0,5.0,0.61,0.7,2.37,4.0,7.0,17.0,0.54,0.64,1.54,,,,4.0,5.55,6.92,13.08,元大-頭份,3.58%,福勝,3.27%,台新證券,3.06%
4960,誠美材,光電業,10.15,0.0,0.0,10.15,10.15,0.0,-0.98,1532.35,463.0,1.0,0.0,0.0,,2.0,-57.0,-167.0,1.93,0.0,0.0,0.0,463.0,0.07,5.64,0.0,0.0,0.21,-128.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.54,3.0,4.0,10.0,0.11,0.02,0.11,,,,0.07,0.17,0.13,0.27,凱基-台北,14.36%,台灣摩根士丹利,4.44%,新加坡商瑞銀,4.11%
4961,天鈺,半導體業,128.0,1.99,1.95,130.5,128.0,0.0,-5.88,11297.24,-1510.0,2.0,17.0,1.0,-0.94,4.0,35.0,508.0,13.51,0.0,0.0,1.4,-1468.0,-0.79,7.94,-42.0,-0.02,1.74,-2387.0,-1.28,0.09,0.13,0.8,1.0,4.0,8.0,-1.01,-1.04,-0.9,3.0,5.0,10.0,-1.5,-1.78,-0.98,14.97,-32.04,-12.96,2.5,4.45,4.0,17.37,群益金鼎-高雄,1.32%,康和-嘉義,0.9%,元大-蘆洲,0.87%
4966,譜瑞-KY,半導體業,837.0,-0.12,0.72,843.0,834.0,-0.36,-1.77,1251.45,-118.0,4.0,-6.0,6.0,-2.0,3.0,73.0,34.0,-0.53,-79.0,-0.1,3.58,-28.0,-0.03,67.81,-11.0,-0.01,0.74,-32.0,-0.04,0.12,0.07,0.93,3.0,4.0,14.0,-0.35,-0.14,-0.22,2.0,5.0,10.0,-0.08,0.08,-0.25,-5.82,-36.98,5.92,17.0,35.9,60.35,126.6,摩根大通,6.24%,美商高盛,4.88%,元大-忠孝鼎富,3.28%
4967,十銓,半導體業,31.15,1.96,0.16,31.2,31.5,1.12,0.0,129.71,41.0,3.0,1.0,0.0,-1.0,1.0,-34.0,-13.0,-0.62,0.0,0.0,0.13,41.0,0.06,2.24,0.0,0.0,0.32,12.0,0.02,0.0,0.0,0.0,1.0,1.0,9.0,0.3,0.14,0.28,4.0,5.0,12.0,0.08,-0.0,0.1,,,,0.84,1.13,0.77,,凱基-台北,16.15%,新光-台中,7.69%,新加坡商瑞銀,6.15%
4968,立積,半導體業,130.5,0.38,0.77,131.5,131.0,0.38,-1.5,2536.36,126.0,2.0,-6.0,8.0,-2.33,2.0,419.0,-17.0,-1.04,0.0,0.0,2.43,128.0,0.14,25.24,-2.0,-0.0,2.41,115.0,0.13,-0.05,0.55,1.16,0.0,2.0,6.0,-1.58,-1.96,-4.63,2.0,5.0,9.0,-2.66,-0.47,-2.76,-9.01,16.14,-36.22,0.5,3.1,11.85,23.1,美商高盛,8.44%,凱基-台北,2.64%,日盛-中和,2.37%
4971,IET-KY,半導體業,60.6,3.59,1.65,61.6,61.0,0.66,-0.97,75.17,-15.0,0.0,0.0,0.0,,3.0,3.0,33.0,10.0,0.0,0.0,0.43,-15.0,-0.04,13.46,-0.0,-0.0,0.25,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,-0.1,1.0,2.0,3.0,-0.07,-0.09,-0.44,,,,1.76,2.05,1.44,-0.82,統一-汐止,14.67%,富邦-台中,8%,元大-汐止,6.67%
4972,湯石照明,光電業,29.8,0.68,0.34,29.9,29.95,0.5,0.0,29.66,0.0,0.0,0.0,0.0,,0.0,0.0,-5.0,-inf,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-0.02,-0.01,2.0,5.0,7.0,-0.01,-0.01,-0.18,35.27,-29.76,-12.20,0.15,0.2,0.25,-0.25,台新-高雄,26.67%,台中銀-員林,10%,華南永昌-淡水,10%
4973,廣穎電通,半導體業,22.1,0.23,0.0,22.1,22.0,-0.45,-0.9,38.03,1.0,0.0,0.0,0.0,,0.0,-17.0,-15.0,-0.12,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.02,-6.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.03,-0.0,3.0,5.0,9.0,-0.01,-0.02,-0.58,,,,0.0,0.09,0.13,1.71,元大-新莊,7.89%,台灣企銀-岡山,5.26%,光和-高雄,5.26%
4974,亞泰,電子零組件業,57.3,0.35,0.52,57.6,57.2,-0.17,-1.04,439.32,-67.0,0.0,0.0,0.0,,1.0,-1.0,-28.0,27.0,0.0,0.0,0.0,-67.0,-0.09,7.93,0.0,0.0,1.12,-178.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.07,0.65,2.0,6.0,15.0,-0.33,-0.27,-0.21,26.44,20.25,0.83,0.04,0.23,0.57,2.27,兆豐-桃園,6.83%,日盛-高雄,6.38%,第一金-自由,4.56%
4976,佳凌,光電業,42.4,4.31,0.0,42.4,41.6,-1.89,-1.89,834.57,-279.0,2.0,-4.0,0.0,-1.0,2.0,45.0,-112.0,-3.49,0.0,0.0,0.0,-279.0,-0.2,1.65,0.0,0.0,0.15,-198.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.28,2.0,5.0,11.0,-0.0,-0.0,0.09,,,,0.93,1.87,2.67,3.5,高橋,2.87%,元大-板橋三民,2.75%,永豐金-中和,2.75%
4977,眾達-KY,通信網路業,108.0,2.37,2.31,110.5,117.5,8.8,-0.42,15892.88,236.0,1.0,-23.0,173.0,-8.52,4.0,495.0,2105.0,3.25,0.0,0.0,8.38,265.0,0.39,40.44,-29.0,-0.04,1.26,1876.0,2.73,2.01,0.61,0.53,3.0,6.0,11.0,-4.53,-5.95,-8.08,2.0,3.0,6.0,-0.34,-2.16,-4.45,8.55,98.55,12.32,9.1,16.39,20.28,13.77,凱基-台北,5.8%,元大-內湖,5%,永豐金證券,4.42%
4979,華星光,通信網路業,51.2,-0.19,1.56,52.0,53.0,3.52,-1.85,31531.55,-768.0,4.0,-1191.0,135.0,-1.11,4.0,1131.0,1493.0,0.32,-800.0,-0.6,11.65,-113.0,-0.09,13.56,145.0,0.11,0.65,1874.0,1.42,2.84,2.84,3.07,2.0,2.0,3.0,5.03,4.65,5.04,2.0,3.0,10.0,4.91,6.98,7.25,,,,4.08,10.38,14.58,17.55,凱基-台北,3.43%,台灣摩根士丹利,1.73%,統一,1.52%
4987,科誠,電腦及週邊設備業,57.7,-0.17,-1.21,57.0,57.9,0.35,-0.17,25.13,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.01,0.0,0.0,1.0,-0.0,0.0,-0.0,,,,0.26,0.64,1.21,,兆豐-桃鶯,84%,兆豐-台中港,8%,中國信託-高雄,4%
4989,榮科,電子零組件業,28.0,-1.41,0.0,28.0,27.8,-0.71,-0.71,127.58,-23.0,1.0,-2.0,0.0,-1.0,2.0,-124.0,7.0,-1.06,0.0,0.0,0.12,-23.0,-0.02,1.5,0.0,0.0,0.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.33,4.0,7.0,15.0,0.12,0.14,0.15,,,,0.55,1.26,1.76,2.85,合庫-基隆,9.38%,元富-城中,7.81%,中國信託,6.25%
