id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,三大買賣超,融券5N,前日融券,昨日融券,昨日融券5MAX,昨日融券10MAX,昨日融券20MAX,融券差額(張),昨日融券5增張,融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
4137,麗豐-KY,生技醫療業,217.0,1.64,0.46,218.0,215.0,-0.92,-3.15,455.86,-30.0,0.0,0.0,-1.0,0.0,0.0,6.0,0.0,-5.0,-1.0,3.0,22.0,-18.0,23.0,0.03,4.23,-51.0,-0.06,60.93,-2.0,-0.0,0.92,-118.0,-0.15,-0.49,-1.7,-1.91,,,,0.0,-2.4,-10.0,-5.61,凱基-台北,7.68%,新加坡商瑞銀,3.07%,國票-敦北法人,2.41%
4138,曜亞,生技醫療業,108.0,0.47,0.93,109.0,105.5,-2.31,-3.21,434.1,-90.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,-3.0,-1.0,3.0,15.0,115.0,-5.0,-0.02,0.21,-98.0,-0.33,2.64,13.0,0.04,0.46,-54.0,-0.18,0.4,-0.28,0.6,,,,0.0,0.5,1.72,20.08,玉山-雙和,5.99%,台新證券,4.84%,元富-中港,4.61%
4139,馬光-KY,生技醫療業,37.4,0.27,0.27,37.5,37.3,-0.27,-0.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.01,,,,-0.09,-0.18,-0.17,-0.53,國票-南港,20%,群益金鼎-開元,13.33%,新光-高雄,6.67%
4142,國光生,生技醫療業,38.75,2.24,-0.39,38.6,38.3,-1.16,-1.16,710.34,-135.0,1.0,0.0,5.0,5.0,6.0,7.0,-1.0,5.0,-1.2,1.0,-190.0,107.0,-3.0,-0.0,0.11,-123.0,-0.03,7.07,-9.0,-0.0,1.41,-7.0,-0.0,-0.01,-0.01,-0.52,,,,0.2,0.16,0.11,-1.03,凱基-彰化,11.27%,群益金鼎-市府,5.77%,元大-華山,2.82%
4147,中裕,生技醫療業,112.5,2.74,1.33,114.0,117.0,4.0,-3.31,7694.07,280.0,2.0,0.0,-9.0,7.0,85.0,139.0,23.0,-55.0,-3.56,3.0,229.0,166.0,815.0,0.32,4.28,-565.0,-0.22,9.17,30.0,0.01,0.11,692.0,0.27,0.28,0.57,0.14,,,,6.0,6.15,2.92,15.54,國票-敦北法人,9.14%,新加坡商瑞銀,3.54%,元大-忠孝鼎富,1.87%
4148,全宇生技-KY,生技醫療業,57.5,0.88,0.52,57.8,57.5,0.0,-0.69,89.64,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,-3.0,7.0,0.0,0.0,0.0,-2.0,-0.0,71.24,0.0,0.0,0.09,-1.0,-0.0,-0.09,-0.24,-0.73,,,,0.36,0.25,-1.29,-5.82,元富-彰化,12.22%,群益金鼎-海山,10%,國泰-台中,8.89%
4153,鈺緯,生技醫療業,41.5,1.97,-1.08,41.05,40.85,-1.57,-1.21,178.69,-108.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,-1.0,,2.0,-2.0,5.0,0.0,0.0,0.0,-108.0,-0.17,3.07,0.0,0.0,0.42,-66.0,-0.11,-0.23,-0.61,-1.16,,,,-0.13,-1.37,-2.83,-4.84,永豐金-板新,6.15%,元大-淡水,4.47%,新光-桃園,3.91%
4154,樂威科-KY,生技醫療業,,0.0,,28.7,29.0,-6.15,0.0,11.22,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,,,,,,,,統一-桃園,36.36%,兆豐-高雄,27.27%,台新-中壢,18.18%
4155,訊映,生技醫療業,35.65,-2.99,0.0,35.65,35.8,0.42,-0.69,1150.08,76.0,1.0,-6.0,-7.0,17.0,62.0,335.0,-6.0,2.0,-0.14,4.0,329.0,292.0,0.0,0.0,0.0,76.0,0.08,5.12,0.0,0.0,0.55,-98.0,-0.1,-0.11,0.4,0.89,,,,-0.52,-0.75,0.2,0.56,元富-城中,21.74%,富邦-土城,6.87%,華南永昌,6.7%
4157,太景*-KY,生技醫療業,15.0,2.04,0.0,15.0,15.0,0.0,0.0,1182.55,-359.0,1.0,0.0,0.0,2.0,2.0,59.0,0.0,2.0,,2.0,-25.0,40.0,0.0,0.0,0.0,-358.0,-0.05,4.18,-1.0,-0.0,0.09,-97.0,-0.01,-0.14,-0.14,-0.28,,,,0.12,0.01,-0.08,-0.16,富邦-二林,42.27%,富邦-苗栗,2.54%,元富-信義,1.69%
4160,創源,生技醫療業,40.5,0.62,0.99,40.9,39.85,-1.6,-2.57,121.05,-7.0,,,,,,,,,,,,,0.0,0.0,0.0,-8.0,-0.03,0.74,1.0,0.0,0.53,-11.0,-0.05,0.31,-0.75,-1.05,,,,-0.28,-2.41,-5.24,4.48,兆豐-大安,19.83%,元大-上新莊,8.26%,兆豐-西螺,7.44%
4161,聿新科,生技醫療業,34.75,1.76,0.0,34.75,35.55,2.3,-0.97,310.89,69.0,0.0,0.0,0.0,5.0,5.0,12.0,0.0,0.0,,3.0,-78.0,34.0,0.0,0.0,0.0,69.0,0.13,1.84,0.0,0.0,0.01,42.0,0.08,0.18,0.12,-2.15,,,,0.87,0.7,0.63,4.3,凱基-南崁,11.58%,臺銀-新竹,7.4%,港商野村,6.43%
4162,智擎,生技醫療業,92.9,0.32,0.75,93.6,93.7,0.86,-0.74,711.91,170.0,3.0,4.0,-1.0,7.0,7.0,20.0,2.0,7.0,-3.0,2.0,44.0,-20.0,0.0,0.0,0.07,122.0,0.08,5.33,48.0,0.03,0.4,26.0,0.02,-0.09,-0.57,-0.96,,,,0.5,-0.72,-1.64,-8.48,凱基-台北,7.16%,凱基-彰化,7.02%,永豐金證券,3.79%
4163,鐿鈦,生技醫療業,146.5,2.81,-1.02,145.0,145.5,-0.68,-1.69,911.02,103.0,2.0,3.0,2.0,3.0,11.0,11.0,-2.0,6.0,-2.0,1.0,-7.0,-46.0,0.0,0.0,0.17,51.0,0.11,9.29,52.0,0.11,1.18,18.0,0.04,1.26,0.86,1.12,,,,2.5,7.35,9.78,14.38,凱基-台北,6.59%,群益金鼎,6.04%,第一金-華江,4.5%
4164,承業醫,生技醫療業,63.6,1.6,0.0,63.6,62.7,-1.42,-2.34,1004.92,-376.0,1.0,27.0,-15.0,27.0,27.0,106.0,-56.0,16.0,2.73,0.0,-17.0,-73.0,-130.0,-0.08,5.67,-242.0,-0.15,26.5,-4.0,-0.0,0.45,-278.0,-0.18,-0.63,-0.77,-1.42,,,,-0.72,-2.77,-4.45,-5.63,元富,9.95%,兆豐-南京,2.89%,元大-板橋三民,2.59%
4167,松瑞藥,生技醫療業,17.4,1.46,1.15,17.6,17.2,-1.15,-2.27,736.53,-163.0,1.0,0.0,2.0,2.0,2.0,65.0,0.0,0.0,-1.0,3.0,2.0,13.0,0.0,0.0,0.0,-156.0,-0.05,11.58,-7.0,-0.0,0.14,-192.0,-0.06,-0.05,-0.11,-0.51,,,,0.0,-0.12,-0.16,-1.32,元大-博愛,8.55%,港商野村,5.56%,元大-敦化,4.07%
4168,醣聯,生技醫療業,30.3,0.5,0.0,30.3,30.35,0.17,-0.98,345.68,91.0,1.0,0.0,1.0,1.0,174.0,174.0,0.0,-37.0,-1.0,1.0,-72.0,11.0,0.0,0.0,0.0,91.0,0.08,4.76,0.0,0.0,0.35,21.0,0.02,-0.04,-0.22,-1.35,,,,0.06,-0.12,-0.43,-1.06,凱基-台北,15.03%,美商高盛,7.51%,美林,4.34%
4171,瑞基,農業科技,53.4,0.19,-0.56,53.1,53.0,-0.75,-0.56,51.26,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,-8.0,,2.0,6.0,-7.0,0.0,0.0,0.0,2.0,0.0,17.83,-0.0,-0.0,0.6,-7.0,-0.02,0.02,0.0,-1.09,,,,-0.24,-0.17,-0.62,-4.46,統一-松江,19.61%,元大-中壢,9.8%,土銀-建國,5.88%
4173,久裕,生技醫療業,23.9,2.36,0.21,23.95,23.7,-0.84,-1.66,445.22,-37.0,1.0,-8.0,4.0,4.0,31.0,58.0,-1.0,-30.0,-1.25,1.0,-15.0,8.0,0.0,0.0,0.0,-2.0,-0.0,1.88,-35.0,-0.05,0.13,-14.0,-0.02,0.17,1.38,-1.41,,,,0.04,-0.4,0.49,2.9,永豐金-羅東,10.11%,元大-新竹經國,3.82%,富邦-南京,3.37%
4174,浩鼎,生技醫療業,85.9,0.23,0.81,86.6,86.3,0.47,-1.82,458.97,110.0,1.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,,3.0,-19.0,12.0,0.0,0.0,0.0,110.0,0.05,11.22,0.0,0.0,0.02,82.0,0.04,0.13,0.18,0.03,,,,1.0,1.52,1.62,2.63,摩根大通,11.76%,美林,8.06%,群益金鼎-鳳山,4.14%
4175,杏一,生技醫療業,109.5,0.0,-0.46,109.0,110.0,0.46,-0.9,202.92,-39.0,2.0,-8.0,1.0,3.0,3.0,152.0,0.0,-13.0,-1.0,1.0,-14.0,-20.0,0.0,0.0,0.0,-30.0,-0.08,3.65,-9.0,-0.02,0.0,-8.0,-0.02,-0.85,-1.47,-1.72,,,,0.4,-2.1,-12.95,6.03,華南永昌-東勢,14.78%,國票-中正,4.93%,新光,3.45%
4183,福永生技,生技醫療業,20.55,-0.24,-1.7,20.2,20.55,0.0,0.0,12.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.07,,,,-0.02,0.12,0.44,,永豐金證券,83.33%,富邦-永和,8.33%,元富-松德,8.33%
4188,安克,生技醫療業,16.0,0.31,0.63,16.1,16.05,0.31,-0.31,12.07,-1.0,,,,,,,,,,,,,0.0,0.0,0.0,-1.0,-0.0,0.05,0.0,0.0,0.0,0.0,0.0,-0.06,-0.05,-0.06,,,,-0.05,-0.15,-0.26,-0.18,光和,16.67%,華南永昌-三重,16.67%,元大-館前,8.33%
4190,佐登-KY,生技醫療業,78.4,0.9,0.0,78.4,78.7,0.38,-0.38,302.26,59.0,2.0,3.0,0.0,3.0,3.0,9.0,0.0,-8.0,,1.0,-20.0,15.0,0.0,0.0,0.0,59.0,0.1,63.87,-0.0,-0.0,0.61,-49.0,-0.08,-0.46,-0.86,-2.56,,,,-0.08,-1.44,-4.71,-9.86,新加坡商瑞銀,13.58%,凱基-台北,12.91%,永豐金-天母,6.62%
4192,杏國,生技醫療業,18.85,3.86,0.53,18.95,19.45,3.18,-0.26,60.2,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,-2.0,-0.0,-0.0,0.0,-0.03,,,,0.93,1.07,0.96,-0.62,元大-城東,16.67%,永豐金-博愛,16.67%,玉山-板橋,8.33%
4198,欣大健康,生技醫療業,,0.0,,24.65,24.45,-1.81,-1.81,8.24,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,凱基-中壢,25%,中國信託-中壢,25%,元大-太平,25%
4205,中華食,食品工業,104.5,0.48,0.0,104.5,104.5,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,,,,0.2,0.05,-0.22,-1.17,凱基-三多,54.55%,國泰-敦南,9.09%,凱基-三重,9.09%
4207,環泰,食品工業,15.1,0.33,-0.33,15.05,15.05,-0.33,-0.33,278.59,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,6.0,10.0,0.0,0.0,0.0,6.0,0.0,0.59,-78.0,-0.04,0.06,-57.0,-0.03,0.01,0.08,-0.12,,,,-0.03,-0.03,0.05,0.33,富邦-中壢,10.04%,富邦-宜蘭,6.81%,台灣企銀,5.38%
4303,信立,塑膠工業,18.5,-3.65,0.54,18.6,18.25,-1.35,-1.88,430.28,19.0,1.0,3.0,-1.0,3.0,7.0,13.0,-1.0,3.0,0.0,3.0,23.0,-46.0,0.0,0.0,0.0,19.0,0.03,0.78,0.0,0.0,0.0,-106.0,-0.16,-0.28,0.2,1.09,,,,-1.15,-1.59,-0.89,0.36,群益金鼎-新竹,11.63%,大展,4.65%,凱基-台北,4.42%
4304,勝昱,塑膠工業,9.58,0.1,-1.25,9.46,9.56,-0.21,-1.95,56.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,,,,-0.0,-0.01,-0.14,-0.32,新光,23.21%,富邦-新竹,17.86%,德信-中正,8.93%
4305,世坤,塑膠工業,32.55,0.0,-0.61,32.35,32.3,-0.77,-0.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,,,,-0.05,,,,凱基-虎尾,33.33%,元富-基隆,33.33%,元大-鳳山,33.33%
4306,炎洲,塑膠工業,15.95,-0.93,0.0,15.95,16.15,1.25,0.0,660.46,-142.0,2.0,117.0,-4.0,117.0,117.0,117.0,99.0,140.0,-25.75,3.0,62.0,75.0,0.0,0.0,0.0,-142.0,-0.02,6.51,0.0,0.0,0.05,-53.0,-0.01,-0.31,-0.41,-0.6,,,,0.04,-0.19,-0.4,-0.16,元大-新盛,12.88%,凱基-台北,8.94%,元大-嘉義,6.21%
4401,東隆興,紡織纖維,26.1,0.19,0.0,26.1,25.9,-0.77,-0.77,80.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,-1.0,0.0,0.0,0.01,2.0,0.0,5.23,0.0,0.0,0.74,-24.0,-0.02,-0.08,-0.08,-0.07,,,,-0.2,-0.59,-1.03,-1.01,元大-板橋三民,7.5%,華南永昌-淡水,6.25%,元大-員林,6.25%
4402,福大,紡織纖維,8.24,1.73,-2.67,8.02,8.2,-0.49,-2.03,94.16,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,-4.0,-0.01,0.12,1.08,0.52,,,,0.19,0.51,-0.59,-1.88,元大-土城永寧,14.89%,華南永昌,11.7%,永豐金-新竹,11.7%
4406,新昕纖,紡織纖維,10.25,0.0,0.0,10.25,10.3,0.49,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.08,0.0,0.0,-0.0,-0.0,-0.0,,,,0.05,0.09,0.13,-0.03,富邦-士林,37.5%,新光,25%,兆豐-南京,12.5%
4413,飛寶企業,紡織纖維,15.2,-0.33,6.91,16.25,16.7,9.87,0.0,194.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,19.0,0.06,0.06,0.06,0.06,,,,1.26,1.45,1.65,1.23,元富-新興,31.44%,兆豐-新莊,5.15%,富邦-仁愛,5.15%
4414,如興,紡織纖維,,0.0,,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07,0.0,0.0,0.17,,,,,,,,,,,,,,,,,,
4416,三圓,建材營造,86.2,0.0,0.46,86.6,86.5,0.35,-0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.32,,,,,,,,,
4417,金洲,紡織纖維,43.75,1.16,-0.23,43.65,43.65,-0.23,-0.46,88.47,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,14.0,-4.0,0.0,0.0,0.0,-16.0,-0.02,4.07,0.0,0.0,0.74,-6.0,-0.01,-0.01,-0.07,-0.05,,,,0.21,0.19,0.39,2.46,群益金鼎-西松,20.45%,凱基-士林,11.36%,港商法國興業,10.23%
4419,元勝,紡織纖維,26.5,-1.85,9.43,29.0,27.0,1.89,-6.9,7.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.07,0.01,0.48,,合庫-台中,85.71%,元大-敦南,14.29%, , 
4420,光明,紡織纖維,29.75,0.0,0.0,29.75,29.75,0.0,0.0,2.02,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,元大-永和,50%,元富-宜蘭,50%,群益金鼎-崇德,0%
4426,利勤,紡織纖維,22.0,-0.45,0.0,22.0,22.05,0.23,-0.23,129.88,30.0,0.0,0.0,0.0,0.0,3.0,130.0,0.0,-3.0,,1.0,-9.0,-71.0,0.0,0.0,0.0,30.0,0.02,5.61,0.0,0.0,0.08,3.0,0.0,-0.02,-0.01,-0.65,,,,0.1,-0.0,-0.38,-2.6,凱基-台北,23.08%,統一-屏東,15.38%,摩根大通,10%
4430,耀億,其他,23.2,0.43,0.22,23.25,23.1,-0.43,-0.65,12.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,2.36,0.0,0.0,0.04,0.0,0.0,0.0,0.0,-0.02,,,,-0.01,0.04,0.2,0.12,華南永昌,25%,凱基-台北,8.33%,華南永昌-南京,8.33%
4432,銘旺實,紡織纖維,24.4,2.09,0.0,24.4,24.4,0.0,-0.2,225.4,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,3.0,2.0,0.0,0.0,0.0,-30.0,-0.06,1.93,-50.0,-0.1,0.55,-7.0,-0.01,0.43,0.54,0.82,,,,0.3,0.7,1.42,0.91,元大-松山,34.22%,元大-民雄,4.89%,群益金鼎-海山,4.44%
4433,興采,紡織纖維,34.55,1.62,0.0,34.55,34.3,-0.72,-1.01,42.64,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,4.0,0.0,0.0,0.0,-9.0,-0.01,0.66,0.0,0.0,0.03,1.0,0.0,-0.03,-0.04,-0.27,,,,0.07,0.01,-0.06,-0.34,台新-台中,18.6%,美好-中壢,11.63%,富邦-台中,11.63%
4438,廣越,紡織纖維,117.5,0.43,0.43,118.0,117.0,-0.43,-0.85,106.16,-38.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,3.0,-3.0,5.0,0.0,0.0,0.0,-38.0,-0.04,2.9,0.0,0.0,0.39,-16.0,-0.02,-0.04,-0.06,-0.05,,,,-0.1,-0.3,0.1,1.19,永豐金-萬盛,13.21%,元大-八德,9.43%,元大-景美,9.43%
4439,冠星-KY,紡織纖維,124.5,0.0,-0.4,124.0,124.0,-0.4,0.0,25.42,-11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-0.01,64.35,-7.0,-0.02,0.16,0.0,0.0,0.01,-0.03,-0.08,,,,-0.2,-1.2,-0.5,7.35,國票-敦北法人,24%,德信-中正,16%,中國信託-忠孝,8%
4440,宜新實業,紡織纖維,33.7,0.45,0.3,33.8,34.0,0.89,-0.44,215.73,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,-9.0,-1.0,0.0,0.0,0.0,12.0,0.02,0.83,0.0,0.0,0.04,-30.0,-0.04,-0.41,-0.83,-1.36,,,,0.31,0.37,0.63,-0.35,富邦-斗六,10.19%,兆豐-三重,9.26%,元富-桃園,6.94%
4502,健信,電機機械,36.95,0.0,0.0,36.95,36.95,0.0,0.0,12.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.01,1.63,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,,,,-0.01,-0.01,-0.02,-0.04,群益金鼎,50%,兆豐-松德,16.67%,凱基-三多,8.33%
4503,金雨,電機機械,65.6,3.8,0.0,65.6,65.1,-0.76,-2.4,2037.26,-194.0,3.0,22.0,78.0,78.0,78.0,798.0,-3.0,84.0,-1.04,5.0,188.0,125.0,0.0,0.0,0.0,-194.0,-0.32,2.69,0.0,0.0,0.11,-135.0,-0.22,1.17,-0.05,-0.58,,,,1.96,3.34,3.95,11.04,凱基-市政,5.45%,國票-九鼎,4.76%,致和-南京,1.96%
4506,崇友,電機機械,76.9,0.0,0.65,77.4,77.0,0.13,-0.65,25.48,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-3.0,0.0,0.0,0.7,-1.0,-0.0,3.41,0.0,0.0,0.02,-1.0,-0.0,-0.03,-0.03,-0.03,,,,-0.18,0.02,0.85,1.76,玉山-高雄,12%,美林,8%,富邦-新竹,8%
4510,高鋒,電機機械,13.85,2.21,0.0,13.85,14.3,3.25,-0.69,1260.49,175.0,1.0,0.0,0.0,30.0,30.0,39.0,-3.0,1.0,-inf,3.0,-8.0,101.0,0.0,0.0,0.0,84.0,0.08,3.14,91.0,0.08,0.11,10.0,0.01,0.11,0.27,-0.11,,,,0.56,0.55,0.5,1.43,凱基-台北,7.7%,台新證券,7.22%,元大-前金,3.89%
4513,福裕,電機機械,20.1,0.0,-0.5,20.0,20.15,0.25,0.0,105.02,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,-2.0,0.0,0.0,0.0,-19.0,-0.02,1.99,0.0,0.0,0.0,-8.0,-0.01,-0.05,-0.18,-0.41,,,,0.08,0.01,-0.32,0.32,兆豐-台中,28.57%,元大-沙鹿,10.48%,華南永昌-中正,4.76%
4523,永彰,電機機械,41.3,9.99,9.93,45.4,45.4,9.93,0.0,236.02,110.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,1.0,19.0,-26.0,0.0,0.0,0.0,0.0,0.0,1.95,110.0,0.17,0.2,102.0,0.16,0.25,0.24,0.16,,,,5.51,6.34,,,富邦-嘉義,48.73%,元大證券,44.49%,統一-桃園,1.27%
4526,東台,電機機械,16.55,0.0,0.0,16.55,16.7,0.91,-0.6,206.2,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,51.0,0.0,0.0,0.0,-21.0,-0.01,7.55,65.0,0.03,0.12,5.0,0.0,-0.05,-0.07,-0.16,,,,0.18,0.09,0.03,-0.3,台新證券,32.04%,第一金-台南,24.27%,元大-金華,4.85%
4527,方方土霖,電機機械,33.4,-0.15,0.15,33.45,33.2,-0.6,-0.9,40.45,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-0.0,2.0,0.0,0.0,0.12,-4.0,-0.01,-0.03,-0.06,-0.11,,,,0.1,0.18,0.61,1.86,玉山-景美,20%,元大-北屯,12.5%,群益金鼎-新竹,10%
4528,江興鍛,電機機械,34.55,-1.14,0.29,34.65,34.5,-0.14,-1.0,64.19,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,-49.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.25,-7.0,-0.01,-0.19,-0.23,-0.34,,,,-0.27,-0.23,-0.21,0.65,國泰-敦南,14.06%,元大-景美,12.5%,新光-台中,6.25%
4529,淳紳,其他,9.95,0.3,0.4,9.99,9.94,-0.1,-1.09,74.03,0.0,0.0,,,,,,,0.0,,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.34,0.0,0.0,0.02,-7.0,-0.01,-0.0,-0.05,-0.05,,,,-0.01,-0.02,-0.09,-0.16,新百王,27.03%,元大-花蓮,14.86%,群益金鼎-高盛,8.11%
4530,宏易,電機機械,6.96,-0.29,0.57,7.0,6.99,0.43,-0.14,26.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.04,0.06,0.07,,(牛牛牛)亞-鑫豐,38.46%,元大-斗六,30.77%,合庫-台南,19.23%
4532,瑞智,電機機械,18.1,0.28,0.55,18.2,18.0,-0.55,-1.1,318.68,-48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,9.0,0.0,0.0,0.0,-1.0,-0.0,11.7,-47.0,-0.01,0.2,-84.0,-0.02,-0.06,-0.05,0.03,,,,-0.06,-0.16,-0.08,-0.15,港商法國興業,8.15%,元大-花蓮,6.27%,永豐金-忠孝,6.27%
4533,協易機,電機機械,13.3,1.92,1.13,13.45,13.75,3.38,-5.82,11736.68,-123.0,3.0,0.0,1.0,2.0,2.0,15.0,1.0,3.0,0.0,3.0,177.0,915.0,0.0,0.0,0.0,-17.0,-0.01,2.03,-106.0,-0.07,0.1,-502.0,-0.32,-0.23,-0.51,-0.97,,,,0.5,0.53,0.85,1.7,富邦-員林,8.7%,元大-南屯,3.08%,元大-松山,1.41%
4534,慶騰,電機機械,10.25,-0.49,1.46,10.4,10.2,-0.49,-1.92,240.39,0.0,0.0,,,,,,,0.0,,0.0,-3.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.03,-60.0,-0.07,-0.18,-0.4,-0.73,,,,0.0,0.13,0.33,0.38,國泰-敦南,10.42%,凱基-台中,8.33%,宏遠-台中,4.17%
4535,至興,電機機械,39.75,0.0,1.01,40.15,39.9,0.38,-0.62,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,,,,0.02,0.01,0.2,,玉山-高雄,41.67%,群益金鼎-屏東,16.67%,富邦-西壢,8.33%
4536,拓凱,其他,195.5,0.77,-0.26,195.0,196.5,0.51,-0.25,404.05,-41.0,2.0,-8.0,-2.0,14.0,14.0,14.0,1.0,2.0,-1.5,0.0,-23.0,-8.0,-72.0,-0.08,0.32,27.0,0.03,15.67,4.0,0.0,0.47,-54.0,-0.06,-0.32,-1.38,-1.94,,,,2.0,0.45,-1.68,-10.34,新加坡商瑞銀,6.93%,凱基-板橋,4.95%,美林,3.96%
4538,大詠城,電機機械,20.9,0.72,0.0,20.9,20.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.01,0.0,0.0,0.0,-0.0,-0.02,,,,0.04,0.12,,,,,,,,
