id,name,category,收盤價,漲跌幅,投信持股比例,投信買賣超%,投信買賣超(張),投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資持股比例,外資買賣超(張),外資買賣超%,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%
3685,元創精密,電機機械,24.1,-5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,52.0,0.07,-0.12,-0.1,-0.09,3.0,7.0,,0.0,0.05,-190.0,-0.24,0.07,-0.01,-0.13,-8.17,-36.66,-3.44
3687,歐買尬,電子商務,118.5,-0.42,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.72,29.0,0.1,-0.13,-0.16,-0.52,3.0,5.0,,0.0,1.1,46.0,0.15,0.07,-5.81,-1.25,-11.38,-21.15,-5.45
4121,優盛,生技醫療業,29.05,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,196.0,0.23,0.45,-0.5,-2.16,3.0,4.0,,0.0,2.18,86.0,0.1,0.44,-0.79,-2.75,-15.26,-30.93,-13.03
4139,馬光-KY,生技醫療業,35.5,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,-2.0,-0.0,0.01,0.01,0.01,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.01,0.02,-8.94,19.30,22.08
4198,欣大健康,生技醫療業,23.8,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.39,-64.89,-16.47
4530,宏易,電機機械,6.93,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-7.06,-19.74,-7.77
4533,協易機,電機機械,39.5,9.87,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,4.74,-346.0,-0.22,-0.06,-0.14,2.85,2.0,5.0,,-0.0,0.66,-1814.0,-1.14,-0.59,-1.82,-6.19,-45.32,-28.88,30.77
4534,慶騰,電機機械,11.4,9.62,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.17,8.0,0.01,0.01,0.01,0.05,2.0,5.0,,0.0,0.03,39.0,0.04,-0.12,-0.41,-0.9,-29.37,-40.12,-25.65
4538,大詠城,電機機械,24.55,-3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,-0.1,-0.0,-0.04,1.0,3.0,,0.0,0.09,-56.0,-0.11,-1.45,-3.94,-6.61,-13.39,-23.66,-10.84
4556,旭然,其他,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,-8.94,-22.66,-9.12
4577,達航科技,其他電子業,30.25,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,-1.0,-0.0,-0.01,0.01,0.02,1.0,3.0,,0.0,0.0,-2.0,-0.0,0.01,0.04,-0.07,-43.30,-61.75,-42.90
4707,磐亞,化學工業,13.3,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,50.0,0.01,0.01,0.02,0.07,3.0,7.0,,0.0,0.06,279.0,0.08,0.03,-0.04,-0.1,-56.10,-63.67,-35.54
4729,熒茂,光電業,16.95,-0.29,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.23,-4.0,-0.01,0.01,0.01,0.05,3.0,5.0,,0.0,0.01,0.0,0.0,-0.02,-0.03,-0.12,-9.03,-16.77,-11.02
4903,聯光通,通信網路業,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,-9.0,-0.01,-0.04,-0.06,-0.02,0.0,0.0,,0.0,0.27,0.0,0.0,-0.0,-0.06,-0.13,-39.64,-66.04,-15.40
4905,台聯電,通信網路業,80.5,-7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,4.0,0.01,0.0,0.0,0.0,2.0,2.0,,0.0,0.09,6.0,0.02,-0.17,-0.17,-0.17,13.62,-35.10,-3.78
4909,新復興,通信網路業,20.7,0.73,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,-23.0,-0.02,0.07,0.39,0.48,2.0,5.0,,0.0,0.56,5.0,0.01,0.04,0.48,0.33,-24.83,-8.53,16.82
4924,欣厚-KY,電腦及週邊設備業,13.1,-0.76,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,36.17,107.0,0.29,0.51,0.51,0.53,2.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.05,-14.96,-48.34,-31.07
5011,久陽,鋼鐵工業,27.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,57.0,0.06,0.08,0.21,0.28,3.0,7.0,,0.0,0.13,-22.0,-0.02,-0.09,-0.21,-1.0,-16.09,-29.06,-17.83
5016,松和,鋼鐵工業,28.9,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.0,0.0,-0.01,-0.0,-0.0,2.0,6.0,,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-23.02,-35.82,-27.29
5202,力新,資訊服務業,15.7,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,-0.02,-0.04,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-37.60,-38.20,-33.04
5212,凌網,資訊服務業,47.0,1.51,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,34.05,0.0,0.0,-0.02,-0.02,0.01,1.0,1.0,,0.0,9.12,0.0,0.0,-0.0,0.0,-0.0,-8.80,-12.48,3.52
5245,智晶,光電業,46.0,-0.65,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,-8.0,-0.02,-0.09,-0.16,-0.34,0.0,1.0,,-0.0,0.67,-11.0,-0.02,-0.1,-0.11,-0.44,-9.91,-42.60,-33.50
5278,尚凡,電子商務,183.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,,0.0,0.09,0.0,0.0,-0.0,-0.03,-0.03,-6.44,-0.90,3.62
5291,邑昇,電子零組件業,30.0,-1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-14.0,-0.03,-0.13,-0.09,-0.13,1.0,3.0,,0.0,0.0,-9.0,-0.02,-0.34,-0.3,-0.44,-12.19,-50.76,-39.87
5353,台林,通信網路業,40.6,-0.25,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,1.58,-3.0,-0.0,-0.93,-0.49,-1.9,1.0,4.0,,0.01,0.86,-37.0,-0.05,-0.75,-0.36,-3.79,-2.69,-1.60,17.93
5355,佳總,電子零組件業,7.51,1.49,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.0,4.0,6.0,,0.0,0.0,-1.0,-0.0,-0.04,-0.04,-0.17,-31.71,-18.21,3.52
5398,慕康生醫,其他,14.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,-1.0,-0.0,0.0,-0.01,0.03,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.07,-0.28,-37.89,-21.36,-12.79
5403,中菲,資訊服務業,99.2,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,-18.0,-0.02,-0.14,-0.65,-0.03,1.0,1.0,,-0.0,0.02,-9.0,-0.01,-0.17,-0.64,-0.7,-9.53,-11.21,14.44
5443,均豪,光電業,30.6,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,-116.0,-0.07,0.08,0.19,0.2,2.0,6.0,,0.0,0.24,-68.0,-0.04,0.15,0.16,-0.47,-29.51,-57.96,-37.43
5450,南良,其他,19.15,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,8.0,0.01,-0.01,-0.02,0.06,1.0,2.0,,0.0,0.02,-10.0,-0.01,-0.04,-0.06,-0.05,-22.09,-33.73,-27.10
5493,三聯,其他電子業,49.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,-0.0,0.01,-0.01,2.0,5.0,,0.0,0.0,0.0,0.0,-0.0,-0.01,-0.01,-1.07,-14.98,-8.57
5498,凱崴,電子零組件業,12.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.02,0.06,0.14,-0.05,3.0,6.0,,0.0,0.0,-12.0,-0.01,-0.18,-0.16,-0.66,4.71,-36.17,-32.90
5511,德昌,建材營造,69.5,-1.14,0.07,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,2.0,3.52,56.0,0.05,-0.38,-0.31,-0.41,2.0,4.0,,0.01,0.13,-204.0,-0.18,-0.49,-0.46,-2.42,-1.62,14.98,24.49
5543,桓鼎-KY,建材營造,49.35,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.02,0.02,1.0,3.0,,-0.01,0.0,0.0,0.0,0.0,0.03,0.05,-21.13,-15.15,-1.19
6111,大宇資,文化創意業,109.5,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-407.0,-0.48,-0.81,-0.81,-0.48,3.0,6.0,,,,-258.0,-0.3,-0.93,-4.24,-0.43,5.61,15.10,43.28
6118,建達,電子通路業,31.3,-0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-62.0,-0.07,0.0,0.05,0.14,2.0,5.0,,,,2.0,0.0,-0.01,-0.12,-0.71,-12.81,-34.53,-16.67
6122,擎邦,電機機械,46.0,-4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1130.0,-1.56,-3.54,-1.2,-2.8,1.0,3.0,,,,-948.0,-1.31,-2.17,0.08,-7.24,-10.17,90.27,116.42
6130,星寶國際,生技醫療業,33.95,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-0.0,0.0,0.0,3.0,4.0,,,,22.0,0.05,-0.17,-0.17,-0.17,-45.96,44.22,202.54
6143,振曜,通信網路業,83.7,-1.3,2.85,-0.11,-96.0,-0.2,-0.29,-0.29,0.0,0.0,0.0,,-124.0,-0.14,-0.78,-1.28,-2.58,0.0,2.0,,,,-85.0,-0.1,-0.72,-1.15,-3.02,-3.40,18.22,32.39
6156,松上,電子零組件業,20.4,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-181.0,-0.23,0.17,-0.32,-0.5,3.0,5.0,,,,-99.0,-0.13,0.04,-0.13,-0.2,1.38,-32.26,-28.20
6182,合晶,半導體業,47.3,1.28,1.25,0.06,335.0,0.45,1.07,1.06,4.0,7.0,8.0,,35.0,0.01,-0.37,-0.43,-1.71,3.0,5.0,,,,301.0,0.06,0.01,0.59,-0.02,-7.09,-28.17,-15.00
6199,天品,其他,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,-0.0,0.0,0.01,-22.47,13.98,69.11
6208,日揚,電子零組件業,52.1,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-4.0,-0.0,-0.04,-0.13,-0.16,0.0,1.0,,,,-40.0,-0.03,-0.06,-0.24,-0.32,-4.36,-12.42,12.20
6210,慶生,電子零組件業,34.3,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.0,-0.01,0.01,0.0,1.0,,,,0.0,0.0,-0.0,0.0,-0.05,-25.46,-44.44,-43.68
6228,全譜,電腦及週邊設備業,12.4,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.0,-0.0,-0.0,0.0,0.0,,,,0.0,0.0,0.0,0.02,-0.01,-83.08,-72.97,-40.07
6246,臺龍,光電業,13.75,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.01,-0.01,-0.01,0.0,1.0,,,,0.0,0.0,-0.0,-0.02,-0.01,-4.89,-38.27,-23.66
6266,泰詠,電子零組件業,38.2,-9.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-2319.0,-1.68,-0.32,0.45,-1.09,4.0,7.0,,,,-2609.0,-1.89,-1.13,-0.32,-1.97,-28.34,-14.77,42.74
6509,聚和,化學工業,42.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,19.0,0.01,-0.07,-0.21,-0.43,3.0,5.0,,-0.0,0.25,-6.0,-0.0,0.12,0.12,0.17,-11.37,-34.63,-16.41
6527,明達醫,生技醫療業,80.9,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,-1.0,-0.0,-0.01,-0.06,-0.08,3.0,5.0,,0.0,0.15,10.0,0.04,0.24,0.05,0.35,21.20,0.58,17.06
6596,寬宏藝術,文化創意業,55.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,-62.0,-0.21,0.93,-0.46,0.11,4.0,5.0,,0.0,0.01,-31.0,-0.1,0.03,-1.57,-6.42,-73.43,-86.03,-42.58
6609,瀧澤科,電機機械,37.75,3.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,55.05,100.0,0.14,-0.14,-0.04,-0.22,1.0,3.0,,0.0,0.41,52.0,0.07,-0.12,-0.18,-0.8,-9.20,-20.94,-13.36
6624,萬年清,其他,50.5,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.01,0.02,0.02,0.02,2.0,3.0,,0.0,0.0,13.0,0.07,0.11,0.13,-0.21,-24.21,33.43,43.55
6640,均華,半導體業,92.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.01,0.0,1.0,,0.0,0.0,0.0,0.0,0.03,0.06,0.09,-57.52,-78.41,-41.21
6649,台生材,生技醫療業,39.85,-1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,-3.0,-0.01,-0.05,-0.03,-0.13,0.0,4.0,,0.0,0.0,-29.0,-0.07,-0.09,-0.2,-0.64,-96.77,-94.84,17.13
6667,信紘科,其他電子業,78.7,-1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,-26.0,-0.06,-0.07,-0.18,0.37,2.0,3.0,,0.01,0.1,-10.0,-0.02,-0.02,-0.07,-0.8,-18.73,-2.17,2.47
6727,亞泰金屬,電子零組件業,65.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,-3.0,-0.01,0.02,0.11,0.29,3.0,5.0,,0.0,0.17,-1.0,-0.0,-0.0,-0.05,-0.26,-10.87,-33.18,-6.71
6741,91APP*-KY,電子商務,136.0,0.74,3.54,0.0,0.0,0.09,0.36,0.36,1.0,3.0,4.0,60.68,396.0,0.33,0.71,-0.33,0.03,3.0,5.0,,0.0,0.39,180.0,0.15,0.36,-0.32,-1.24,-2.60,8.09,12.18
6767,台微醫,生技醫療業,47.95,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,-2.0,-0.01,-0.02,-0.03,-0.05,2.0,3.0,,0.0,0.62,5.0,0.02,0.11,-0.44,-0.58,-3.62,26.01,45.13
6823,濾能,半導體業,85.5,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.55,-2.0,-0.01,-0.07,-0.1,-0.08,0.0,0.0,,0.0,0.0,-13.0,-0.06,-0.06,-0.06,-0.06,-49.64,-73.99,-43.46
8032,光菱,電子通路業,31.45,0.32,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,-0.0,-0.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-3.87,-44.01,-28.45
8044,網家,電子商務,48.6,-1.82,0.38,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,10.98,-117.0,-0.09,-0.78,-0.91,-1.69,0.0,2.0,,-0.02,1.12,-182.0,-0.14,-0.44,-0.45,-0.94,-3.53,-20.29,-16.18
8088,品安,半導體業,36.15,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.41,-277.0,-0.45,-2.09,0.56,-0.82,1.0,4.0,,0.0,0.05,-298.0,-0.49,-1.88,-1.1,-0.92,-9.03,-19.70,-10.73
8107,大億金茂,電機機械,17.1,-0.29,0.03,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.03,0.05,-0.03,2.0,6.0,,0.0,0.15,0.0,0.0,-0.04,-0.05,-0.18,-30.58,-48.03,-6.17
8415,大國鋼,鋼鐵工業,35.45,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,-47.0,-0.0,-0.0,0.03,0.03,2.0,6.0,,0.0,0.02,12.0,0.0,-0.01,-0.01,-0.03,2.08,-4.29,-0.40
8418,捷必勝-KY,其他,9.72,-0.21,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,89.81,1.0,0.0,0.0,0.0,-0.15,3.0,5.0,,0.0,0.0,0.0,0.0,-0.02,-0.02,-0.09,-18.96,-23.12,-12.85
8450,霹靂,文化創意業,27.05,-2.7,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,-12.0,-0.02,-0.01,-0.36,-0.37,3.0,6.0,,,,-22.0,-0.04,-0.19,-1.03,-1.14,2.21,-16.73,-14.29
8472,夠麻吉,電子商務,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.06,-0.06,-0.06,0.0,0.0,,,,,,,,,-6.61,26.17,29.79
8905,裕國,其他,30.2,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.0,-0.01,-0.03,0.12,0.27,1.0,6.0,,,,10.0,0.01,-0.05,0.05,-0.35,-43.16,18.36,84.21
8916,光隆,其他,57.2,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,310.0,0.22,0.36,0.44,0.1,3.0,5.0,,,,371.0,0.26,0.24,0.36,0.45,-11.21,-17.62,-14.74
8923,時報,文化創意業,21.3,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-2.0,-0.01,-0.01,-0.01,-0.01,1.0,1.0,,,,6.0,0.02,0.02,0.02,0.02,-28.27,-42.70,-10.58
8933,愛地雅,其他,11.2,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-72.0,-0.02,-0.47,-0.61,-1.14,0.0,1.0,,,,-79.0,-0.03,-0.29,-0.55,-0.97,-41.57,-52.34,-13.18
9960,邁達康,貿易百貨,29.7,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.04,0.06,0.0,3.0,,,,0.0,0.0,-0.0,0.0,-0.04,-29.31,-59.39,-18.16
6695,芯鼎,半導體業,44.4,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,-50.0,-0.06,-0.17,-0.03,-0.15,1.0,4.0,,0.0,0.01,-27.0,-0.03,-0.18,-0.25,-0.18,-15.71,-31.71,-14.20
6859,伯特光,光電業,143.5,-1.37,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,,-77.0,-0.22,-0.15,-0.19,-0.06,3.0,5.0,,,,-3.0,-0.01,0.4,0.35,0.47,-0.81,-5.13,2.71
2073,雄順,鋼鐵工業,32.2,-2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.01,0.01,0.01,1.0,1.0,,,,-39.0,-0.14,-0.31,-0.43,-0.43,-10.77,-30.95,-16.53
